PassengerId,Pclass,Sex,Age,SibSp,Parch,SurvProba,Embarked_Q,Embarked_S
450,1,1,52.0,0,0,0.040062897,0,1
36,1,1,42.0,1,0,0.040062897,0,1
47,3,1,28.0,1,0,0.017865603,1,0
454,1,1,49.0,1,0,0.065741193,0,0
292,1,0,19.0,1,0,0.25809505400000005,0,0
749,1,1,19.0,1,0,0.040062897,0,1
42,2,0,27.0,1,0,0.11827554200000001,0,1
225,1,1,38.0,1,0,0.040062897,0,1
341,2,1,2.0,1,1,0.030126788999999998,0,1
126,3,1,12.0,1,0,0.025397631000000004,0,0
804,3,1,0.42,0,1,0.025397631000000004,0,0
801,2,1,34.0,0,0,0.030126788999999998,0,1
109,3,1,38.0,0,0,0.015477399000000001,0,1
579,3,0,28.0,1,0,0.099709218,0,0
889,3,0,28.0,1,2,0.060763122,0,1
594,3,0,28.0,0,2,0.070139034,1,0
551,1,1,17.0,0,2,0.065741193,0,0
1,3,1,22.0,1,0,0.015477399000000001,0,1
685,2,1,60.0,1,1,0.030126788999999998,0,1
530,2,1,23.0,2,1,0.030126788999999998,0,1
245,3,1,30.0,0,0,0.025397631000000004,0,0
75,3,1,32.0,0,0,0.015477399000000001,0,1
161,3,1,44.0,0,1,0.015477399000000001,0,1
745,3,1,31.0,0,0,0.015477399000000001,0,1
67,2,0,29.0,0,0,0.11827554200000001,0,1
577,2,0,34.0,0,0,0.11827554200000001,0,1
737,3,0,48.0,1,3,0.060763122,0,1
413,1,0,33.0,1,0,0.18155330200000003,1,0
762,3,1,41.0,0,0,0.015477399000000001,0,1
511,3,1,29.0,0,0,0.017865603,1,0
742,1,1,36.0,1,0,0.040062897,0,1
803,1,1,11.0,1,2,0.040062897,0,1
269,1,0,58.0,0,1,0.15728396600000003,0,1
655,3,0,18.0,0,0,0.070139034,1,0
246,1,1,44.0,2,0,0.046244709,1,0
162,2,0,40.0,0,0,0.11827554200000001,0,1
638,2,1,31.0,1,1,0.030126788999999998,0,1
635,3,0,9.0,3,2,0.060763122,0,1
447,2,0,13.0,0,1,0.11827554200000001,0,1
365,3,1,28.0,1,0,0.017865603,1,0
574,3,0,28.0,0,0,0.070139034,1,0
248,2,0,24.0,0,2,0.11827554200000001,0,1
552,2,1,27.0,0,0,0.030126788999999998,0,1
240,2,1,33.0,0,0,0.030126788999999998,0,1
485,1,1,25.0,1,0,0.065741193,0,0
93,1,1,46.0,1,0,0.040062897,0,1
115,3,0,17.0,0,0,0.099709218,0,0
875,2,0,28.0,1,0,0.194084198,0,0
77,3,1,28.0,0,0,0.015477399000000001,0,1
877,3,1,20.0,0,0,0.015477399000000001,0,1
675,2,1,28.0,0,0,0.030126788999999998,0,1
133,3,0,47.0,1,0,0.060763122,0,1
606,3,1,36.0,1,0,0.015477399000000001,0,1
792,2,1,16.0,0,0,0.030126788999999998,0,1
59,2,0,5.0,1,2,0.11827554200000001,0,1
247,3,0,25.0,0,0,0.060763122,0,1
559,1,0,39.0,1,1,0.15728396600000003,0,1
776,3,1,18.0,0,0,0.015477399000000001,0,1
41,3,0,40.0,1,0,0.060763122,0,1
90,3,1,24.0,0,0,0.015477399000000001,0,1
678,3,0,18.0,0,0,0.060763122,0,1
373,3,1,19.0,0,0,0.015477399000000001,0,1
69,3,0,17.0,4,2,0.060763122,0,1
287,3,1,30.0,0,0,0.015477399000000001,0,1
140,1,1,24.0,0,0,0.065741193,0,0
523,3,1,28.0,0,0,0.025397631000000004,0,0
119,1,1,24.0,0,1,0.065741193,0,0
529,3,1,39.0,0,0,0.015477399000000001,0,1
825,3,1,2.0,4,1,0.015477399000000001,0,1
409,3,1,21.0,0,0,0.015477399000000001,0,1
679,3,0,43.0,1,6,0.060763122,0,1
689,3,1,18.0,0,0,0.015477399000000001,0,1
833,3,1,28.0,0,0,0.025397631000000004,0,0
497,1,0,54.0,1,0,0.25809505400000005,0,0
15,3,0,14.0,0,0,0.060763122,0,1
83,3,0,28.0,0,0,0.070139034,1,0
658,3,0,32.0,1,1,0.070139034,1,0
389,3,1,28.0,0,0,0.017865603,1,0
89,1,0,23.0,3,2,0.15728396600000003,0,1
274,1,1,37.0,0,1,0.065741193,0,0
173,3,0,1.0,1,1,0.060763122,0,1
475,3,0,22.0,0,0,0.060763122,0,1
104,3,1,33.0,0,0,0.015477399000000001,0,1
819,3,1,43.0,0,0,0.015477399000000001,0,1
751,2,0,4.0,1,1,0.11827554200000001,0,1
46,3,1,28.0,0,0,0.015477399000000001,0,1
342,1,0,24.0,3,2,0.15728396600000003,0,1
789,3,1,1.0,1,2,0.015477399000000001,0,1
539,3,1,28.0,0,0,0.015477399000000001,0,1
640,3,1,28.0,1,0,0.015477399000000001,0,1
12,1,0,58.0,0,0,0.15728396600000003,0,1
215,3,1,28.0,1,0,0.017865603,1,0
636,2,0,28.0,0,0,0.11827554200000001,0,1
148,3,0,9.0,2,2,0.060763122,0,1
300,1,0,50.0,0,1,0.25809505400000005,0,0
495,3,1,21.0,0,0,0.015477399000000001,0,1
691,1,1,31.0,1,0,0.040062897,0,1
393,3,1,28.0,2,0,0.015477399000000001,0,1
705,3,1,26.0,1,0,0.015477399000000001,0,1
653,3,1,21.0,0,0,0.015477399000000001,0,1
684,3,1,14.0,5,2,0.015477399000000001,0,1
174,3,1,21.0,0,0,0.015477399000000001,0,1
430,3,1,32.0,0,0,0.015477399000000001,0,1
227,2,1,19.0,0,0,0.030126788999999998,0,1
306,1,1,0.92,1,2,0.040062897,0,1
32,1,0,28.0,1,0,0.25809505400000005,0,0
710,3,1,28.0,1,1,0.025397631000000004,0,0
550,2,1,8.0,1,1,0.030126788999999998,0,1
531,2,0,2.0,1,1,0.11827554200000001,0,1
286,3,1,33.0,0,0,0.025397631000000004,0,0
481,3,1,9.0,5,2,0.015477399000000001,0,1
817,3,0,23.0,0,0,0.060763122,0,1
117,3,1,70.5,0,0,0.017865603,1,0
345,2,1,36.0,0,0,0.030126788999999998,0,1
96,3,1,28.0,0,0,0.015477399000000001,0,1
582,1,0,39.0,1,1,0.25809505400000005,0,0
528,1,1,28.0,0,0,0.040062897,0,1
376,1,0,28.0,1,0,0.25809505400000005,0,0
633,1,1,32.0,0,0,0.065741193,0,0
845,3,1,17.0,0,0,0.015477399000000001,0,1
554,3,1,22.0,0,0,0.025397631000000004,0,0
63,1,1,45.0,1,0,0.040062897,0,1
205,3,1,18.0,0,0,0.015477399000000001,0,1
665,3,1,20.0,1,0,0.015477399000000001,0,1
185,3,0,4.0,0,2,0.060763122,0,1
92,3,1,20.0,0,0,0.015477399000000001,0,1
843,1,0,30.0,0,0,0.25809505400000005,0,0
625,3,1,21.0,0,0,0.015477399000000001,0,1
347,2,0,40.0,0,0,0.11827554200000001,0,1
722,3,1,17.0,1,0,0.015477399000000001,0,1
30,3,1,28.0,0,0,0.015477399000000001,0,1
55,1,1,65.0,0,1,0.065741193,0,0
367,1,0,60.0,1,0,0.25809505400000005,0,0
832,2,1,0.83,1,1,0.030126788999999998,0,1
482,2,1,28.0,0,0,0.030126788999999998,0,1
147,3,1,27.0,0,0,0.015477399000000001,0,1
222,2,1,27.0,0,0,0.030126788999999998,0,1
726,3,1,20.0,0,0,0.015477399000000001,0,1
683,3,1,20.0,0,0,0.015477399000000001,0,1
503,3,0,28.0,0,0,0.070139034,1,0
492,3,1,21.0,0,0,0.015477399000000001,0,1
360,3,0,28.0,0,0,0.070139034,1,0
604,3,1,44.0,0,0,0.015477399000000001,0,1
166,3,1,9.0,0,2,0.015477399000000001,0,1
285,1,1,28.0,0,0,0.040062897,0,1
81,3,1,22.0,0,0,0.015477399000000001,0,1
228,3,1,20.5,0,0,0.015477399000000001,0,1
354,3,1,25.0,1,0,0.015477399000000001,0,1
311,1,0,24.0,0,0,0.25809505400000005,0,0
260,2,0,50.0,0,1,0.11827554200000001,0,1
324,2,0,22.0,1,1,0.11827554200000001,0,1
10,2,0,14.0,1,0,0.194084198,0,0
605,1,1,35.0,0,0,0.065741193,0,0
556,1,1,62.0,0,0,0.040062897,0,1
700,3,1,42.0,0,0,0.015477399000000001,0,1
180,3,1,36.0,0,0,0.015477399000000001,0,1
28,1,1,19.0,3,2,0.040062897,0,1
719,3,1,28.0,0,0,0.017865603,1,0
856,3,0,18.0,0,1,0.060763122,0,1
362,2,1,29.0,1,0,0.049436541,0,0
294,3,0,24.0,0,0,0.060763122,0,1
746,1,1,70.0,1,1,0.040062897,0,1
6,3,1,28.0,0,0,0.017865603,1,0
198,3,1,42.0,0,1,0.015477399000000001,0,1
701,1,0,18.0,1,0,0.25809505400000005,0,0
699,1,1,49.0,1,1,0.065741193,0,0
783,1,1,29.0,0,0,0.040062897,0,1
262,3,1,3.0,4,2,0.015477399000000001,0,1
448,1,1,34.0,0,0,0.040062897,0,1
123,2,1,32.5,1,0,0.049436541,0,0
756,2,1,0.67,1,1,0.030126788999999998,0,1
502,3,0,21.0,0,0,0.070139034,1,0
39,3,0,18.0,2,0,0.060763122,0,1
359,3,0,28.0,0,0,0.070139034,1,0
764,1,0,36.0,1,2,0.15728396600000003,0,1
335,1,0,28.0,1,0,0.15728396600000003,0,1
456,3,1,29.0,0,0,0.025397631000000004,0,0
518,3,1,28.0,0,0,0.017865603,1,0
163,3,1,26.0,0,0,0.015477399000000001,0,1
68,3,1,19.0,0,0,0.015477399000000001,0,1
125,1,1,54.0,0,1,0.040062897,0,1
40,3,0,14.0,1,0,0.099709218,0,0
5,3,1,35.0,0,0,0.015477399000000001,0,1
34,2,1,66.0,0,0,0.030126788999999998,0,1
602,3,1,28.0,0,0,0.015477399000000001,0,1
404,3,1,28.0,1,0,0.015477399000000001,0,1
702,1,1,35.0,0,0,0.040062897,0,1
336,3,1,28.0,0,0,0.015477399000000001,0,1
281,3,1,65.0,0,0,0.017865603,1,0
619,2,0,4.0,2,1,0.11827554200000001,0,1
100,2,1,34.0,1,0,0.030126788999999998,0,1
806,3,1,31.0,0,0,0.015477399000000001,0,1
671,2,0,40.0,1,1,0.11827554200000001,0,1
237,2,1,44.0,1,0,0.030126788999999998,0,1
854,1,0,16.0,0,1,0.15728396600000003,0,1
553,3,1,28.0,0,0,0.017865603,1,0
680,1,1,36.0,0,1,0.065741193,0,0
458,1,0,28.0,1,0,0.15728396600000003,0,1
473,2,0,33.0,1,2,0.11827554200000001,0,1
496,3,1,28.0,0,0,0.025397631000000004,0,0
520,3,1,32.0,0,0,0.015477399000000001,0,1
668,3,1,28.0,0,0,0.015477399000000001,0,1
811,3,1,26.0,0,0,0.015477399000000001,0,1
400,2,0,28.0,0,0,0.11827554200000001,0,1
840,1,1,28.0,0,0,0.065741193,0,0
429,3,1,28.0,0,0,0.017865603,1,0
353,3,1,15.0,1,1,0.025397631000000004,0,0
588,1,1,60.0,1,1,0.065741193,0,0
747,3,1,16.0,1,1,0.015477399000000001,0,1
13,3,1,20.0,0,0,0.015477399000000001,0,1
187,3,0,28.0,1,0,0.070139034,1,0
603,1,1,28.0,0,0,0.040062897,0,1
609,2,0,22.0,1,2,0.194084198,0,0
435,1,1,50.0,1,0,0.040062897,0,1
810,1,0,33.0,1,0,0.15728396600000003,0,1
375,3,0,3.0,3,1,0.060763122,0,1
261,3,1,28.0,0,0,0.017865603,1,0
484,3,0,63.0,0,0,0.060763122,0,1
334,3,1,16.0,2,0,0.015477399000000001,0,1
154,3,1,40.5,0,2,0.015477399000000001,0,1
397,3,0,31.0,0,0,0.060763122,0,1
613,3,0,28.0,1,0,0.070139034,1,0
305,3,1,28.0,0,0,0.015477399000000001,0,1
201,3,1,28.0,0,0,0.015477399000000001,0,1
395,3,0,24.0,0,2,0.060763122,0,1
852,3,1,74.0,0,0,0.015477399000000001,0,1
374,1,1,22.0,0,0,0.065741193,0,0
524,1,0,44.0,0,1,0.25809505400000005,0,0
79,2,1,0.83,0,2,0.030126788999999998,0,1
313,2,0,26.0,1,1,0.11827554200000001,0,1
809,2,1,39.0,0,0,0.030126788999999998,0,1
437,3,0,21.0,2,2,0.060763122,0,1
648,1,1,56.0,0,0,0.065741193,0,0
43,3,1,28.0,0,0,0.025397631000000004,0,0
838,3,1,28.0,0,0,0.015477399000000001,0,1
134,2,0,29.0,1,0,0.11827554200000001,0,1
541,1,0,36.0,0,2,0.15728396600000003,0,1
390,2,0,17.0,0,0,0.194084198,0,0
460,3,1,28.0,0,0,0.017865603,1,0
670,1,0,28.0,1,0,0.15728396600000003,0,1
724,2,1,50.0,0,0,0.030126788999999998,0,1
580,3,1,32.0,0,0,0.015477399000000001,0,1
251,3,1,28.0,0,0,0.015477399000000001,0,1
885,3,1,25.0,0,0,0.015477399000000001,0,1
865,2,1,24.0,0,0,0.030126788999999998,0,1
483,3,1,50.0,0,0,0.015477399000000001,0,1
193,3,0,19.0,1,0,0.060763122,0,1
221,3,1,16.0,0,0,0.015477399000000001,0,1
593,3,1,47.0,0,0,0.015477399000000001,0,1
608,1,1,27.0,0,0,0.040062897,0,1
545,1,1,50.0,1,0,0.065741193,0,0
433,2,0,42.0,1,0,0.11827554200000001,0,1
532,3,1,28.0,0,0,0.025397631000000004,0,0
667,2,1,25.0,0,0,0.030126788999999998,0,1
31,1,1,40.0,0,0,0.065741193,0,0
662,3,1,40.0,0,0,0.025397631000000004,0,0
639,3,0,41.0,0,5,0.060763122,0,1
446,1,1,4.0,0,2,0.040062897,0,1
396,3,1,22.0,0,0,0.015477399000000001,0,1
158,3,1,30.0,0,0,0.015477399000000001,0,1
637,3,1,32.0,0,0,0.015477399000000001,0,1
273,2,0,41.0,0,1,0.11827554200000001,0,1
782,1,0,17.0,1,0,0.15728396600000003,0,1
859,3,0,24.0,0,3,0.099709218,0,0
815,3,1,30.5,0,0,0.015477399000000001,0,1
307,1,0,28.0,0,0,0.25809505400000005,0,0
378,1,1,27.0,0,2,0.065741193,0,0
673,2,1,70.0,0,0,0.030126788999999998,0,1
103,1,1,21.0,0,1,0.040062897,0,1
53,1,0,49.0,1,0,0.25809505400000005,0,0
728,3,0,28.0,0,0,0.070139034,1,0
157,3,0,16.0,0,0,0.070139034,1,0
284,3,1,19.0,0,0,0.015477399000000001,0,1
403,3,0,21.0,1,0,0.060763122,0,1
538,1,0,30.0,0,0,0.25809505400000005,0,0
561,3,1,28.0,0,0,0.017865603,1,0
98,1,1,23.0,0,1,0.065741193,0,0
568,3,0,29.0,0,4,0.060763122,0,1
129,3,0,28.0,1,1,0.099709218,0,0
379,3,1,20.0,0,0,0.025397631000000004,0,0
487,1,0,35.0,1,0,0.15728396600000003,0,1
178,1,0,50.0,0,0,0.25809505400000005,0,0
348,3,0,28.0,1,0,0.060763122,0,1
111,1,1,47.0,0,0,0.040062897,0,1
664,3,1,36.0,0,0,0.015477399000000001,0,1
380,3,1,19.0,0,0,0.015477399000000001,0,1
192,2,1,19.0,0,0,0.030126788999999998,0,1
420,3,0,10.0,0,2,0.060763122,0,1
204,3,1,45.5,0,0,0.025397631000000004,0,0
344,2,1,25.0,0,0,0.030126788999999998,0,1
642,1,0,24.0,0,0,0.25809505400000005,0,0
717,1,0,38.0,0,0,0.25809505400000005,0,0
698,3,0,28.0,0,0,0.070139034,1,0
489,3,1,30.0,0,0,0.015477399000000001,0,1
238,2,0,8.0,0,2,0.11827554200000001,0,1
401,3,1,39.0,0,0,0.015477399000000001,0,1
233,2,1,59.0,0,0,0.030126788999999998,0,1
443,3,1,25.0,1,0,0.015477399000000001,0,1
99,2,0,34.0,0,1,0.11827554200000001,0,1
780,1,0,43.0,0,1,0.15728396600000003,0,1
874,3,1,47.0,0,0,0.015477399000000001,0,1
512,3,1,28.0,0,0,0.015477399000000001,0,1
547,2,0,19.0,1,0,0.11827554200000001,0,1
218,2,1,42.0,1,0,0.030126788999999998,0,1
361,3,1,40.0,1,4,0.015477399000000001,0,1
651,3,1,28.0,0,0,0.015477399000000001,0,1
858,1,1,51.0,0,0,0.040062897,0,1
226,3,1,22.0,0,0,0.015477399000000001,0,1
19,3,0,31.0,1,0,0.060763122,0,1
169,1,1,28.0,0,0,0.040062897,0,1
293,2,1,36.0,0,0,0.049436541,0,0
542,3,0,9.0,4,2,0.060763122,0,1
398,2,1,46.0,0,0,0.030126788999999998,0,1
329,3,0,31.0,1,1,0.060763122,0,1
686,2,1,25.0,1,2,0.049436541,0,0
560,3,0,36.0,1,0,0.060763122,0,1
94,3,1,26.0,1,2,0.015477399000000001,0,1
214,2,1,30.0,0,0,0.030126788999999998,0,1
338,1,0,41.0,0,0,0.25809505400000005,0,0
426,3,1,28.0,0,0,0.015477399000000001,0,1
712,1,1,28.0,0,0,0.040062897,0,1
116,3,1,21.0,0,0,0.015477399000000001,0,1
159,3,1,28.0,0,0,0.015477399000000001,0,1
884,2,1,28.0,0,0,0.030126788999999998,0,1
113,3,1,22.0,0,0,0.015477399000000001,0,1
37,3,1,28.0,0,0,0.025397631000000004,0,0
106,3,1,28.0,0,0,0.015477399000000001,0,1
363,3,0,45.0,0,1,0.099709218,0,0
366,3,1,30.0,0,0,0.015477399000000001,0,1
442,3,1,20.0,0,0,0.015477399000000001,0,1
352,1,1,28.0,0,0,0.040062897,0,1
871,3,1,26.0,0,0,0.015477399000000001,0,1
250,2,1,54.0,1,0,0.030126788999999998,0,1
757,3,1,28.0,0,0,0.015477399000000001,0,1
706,2,1,39.0,0,0,0.030126788999999998,0,1
407,3,1,51.0,0,0,0.015477399000000001,0,1
760,1,0,33.0,0,0,0.15728396600000003,0,1
165,3,1,1.0,4,1,0.015477399000000001,0,1
781,3,0,13.0,0,0,0.099709218,0,0
721,2,0,6.0,0,1,0.11827554200000001,0,1
736,3,1,28.5,0,0,0.015477399000000001,0,1
84,1,1,28.0,0,0,0.040062897,0,1
857,1,0,45.0,1,1,0.15728396600000003,0,1
296,1,1,28.0,0,0,0.065741193,0,0
71,2,1,32.0,0,0,0.030126788999999998,0,1
591,3,1,35.0,0,0,0.015477399000000001,0,1
826,3,1,28.0,0,0,0.017865603,1,0
769,3,1,28.0,1,0,0.017865603,1,0
578,1,0,39.0,1,0,0.15728396600000003,0,1
128,3,1,24.0,0,0,0.015477399000000001,0,1
748,2,0,30.0,0,0,0.11827554200000001,0,1
2,1,0,38.0,1,0,0.25809505400000005,0,0
583,2,1,54.0,0,0,0.030126788999999998,0,1
540,1,0,22.0,0,2,0.25809505400000005,0,0
309,2,1,30.0,1,0,0.049436541,0,0
411,3,1,28.0,0,0,0.015477399000000001,0,1
172,3,1,4.0,4,1,0.017865603,1,0
418,2,0,18.0,0,2,0.11827554200000001,0,1
674,2,1,31.0,0,0,0.030126788999999998,0,1
461,1,1,48.0,0,0,0.040062897,0,1
771,3,1,24.0,0,0,0.015477399000000001,0,1
424,3,0,28.0,1,1,0.060763122,0,1
316,3,0,26.0,0,0,0.060763122,0,1
377,3,0,22.0,0,0,0.060763122,0,1
525,3,1,28.0,0,0,0.025397631000000004,0,0
787,3,0,18.0,0,0,0.060763122,0,1
439,1,1,64.0,1,4,0.040062897,0,1
652,2,0,18.0,0,1,0.11827554200000001,0,1
151,2,1,51.0,0,0,0.030126788999999998,0,1
891,3,1,32.0,0,0,0.017865603,1,0
557,1,0,48.0,1,0,0.25809505400000005,0,0
777,3,1,28.0,0,0,0.017865603,1,0
410,3,0,28.0,3,1,0.060763122,0,1
144,3,1,19.0,0,0,0.017865603,1,0
527,2,0,50.0,0,0,0.11827554200000001,0,1
765,3,1,16.0,0,0,0.015477399000000001,0,1
882,3,1,33.0,0,0,0.015477399000000001,0,1
735,2,1,23.0,0,0,0.030126788999999998,0,1
209,3,0,16.0,0,0,0.070139034,1,0
441,2,0,45.0,1,1,0.11827554200000001,0,1
132,3,1,20.0,0,0,0.015477399000000001,0,1
381,1,0,42.0,0,0,0.25809505400000005,0,0
175,1,1,56.0,0,0,0.065741193,0,0
534,3,0,28.0,0,2,0.099709218,0,0
271,1,1,28.0,0,0,0.040062897,0,1
408,2,1,3.0,1,1,0.030126788999999998,0,1
632,3,1,51.0,0,0,0.015477399000000001,0,1
124,2,0,32.5,0,0,0.11827554200000001,0,1
139,3,1,16.0,0,0,0.015477399000000001,0,1
52,3,1,21.0,0,0,0.015477399000000001,0,1
276,1,0,63.0,1,0,0.15728396600000003,0,1
864,3,0,28.0,8,2,0.060763122,0,1
343,2,1,28.0,0,0,0.030126788999999998,0,1
257,1,0,28.0,0,0,0.25809505400000005,0,0
183,3,1,9.0,4,2,0.015477399000000001,0,1
618,3,0,26.0,1,0,0.060763122,0,1
301,3,0,28.0,0,0,0.070139034,1,0
676,3,1,18.0,0,0,0.015477399000000001,0,1
241,3,0,28.0,1,0,0.099709218,0,0
231,1,0,35.0,1,0,0.15728396600000003,0,1
327,3,1,61.0,0,0,0.015477399000000001,0,1
459,2,0,50.0,0,0,0.11827554200000001,0,1
466,3,1,38.0,0,0,0.015477399000000001,0,1
164,3,1,17.0,0,0,0.015477399000000001,0,1
168,3,0,45.0,1,4,0.060763122,0,1
146,2,1,19.0,1,1,0.030126788999999998,0,1
207,3,1,32.0,1,0,0.015477399000000001,0,1
501,3,1,17.0,0,0,0.015477399000000001,0,1
189,3,1,40.0,1,1,0.017865603,1,0
325,3,1,28.0,8,2,0.015477399000000001,0,1
755,2,0,48.0,1,2,0.11827554200000001,0,1
799,3,1,30.0,0,0,0.025397631000000004,0,0
576,3,1,19.0,0,0,0.015477399000000001,0,1
80,3,0,30.0,0,0,0.060763122,0,1
718,2,0,27.0,0,0,0.11827554200000001,0,1
807,1,1,39.0,0,0,0.040062897,0,1
800,3,0,30.0,1,1,0.060763122,0,1
230,3,0,28.0,3,1,0.060763122,0,1
688,3,1,19.0,0,0,0.015477399000000001,0,1
101,3,0,28.0,0,0,0.060763122,0,1
291,1,0,26.0,0,0,0.15728396600000003,0,1
445,3,1,28.0,0,0,0.015477399000000001,0,1
847,3,1,28.0,8,2,0.015477399000000001,0,1
54,2,0,29.0,1,0,0.11827554200000001,0,1
392,3,1,21.0,0,0,0.015477399000000001,0,1
862,2,1,21.0,1,0,0.030126788999999998,0,1
890,1,1,26.0,0,0,0.065741193,0,0
252,3,0,29.0,1,1,0.060763122,0,1
500,3,1,24.0,0,0,0.015477399000000001,0,1
476,1,1,28.0,0,0,0.040062897,0,1
272,3,1,25.0,0,0,0.015477399000000001,0,1
45,3,0,19.0,0,0,0.070139034,1,0
114,3,0,20.0,1,0,0.060763122,0,1
25,3,0,8.0,3,1,0.060763122,0,1
212,2,0,35.0,0,0,0.11827554200000001,0,1
621,3,1,27.0,1,0,0.025397631000000004,0,0
170,3,1,28.0,0,0,0.015477399000000001,0,1
592,1,0,52.0,1,0,0.25809505400000005,0,0
868,1,1,31.0,0,0,0.040062897,0,1
597,2,0,28.0,0,0,0.11827554200000001,0,1
521,1,0,30.0,0,0,0.15728396600000003,0,1
33,3,0,28.0,0,0,0.070139034,1,0
612,3,1,28.0,0,0,0.015477399000000001,0,1
110,3,0,28.0,1,0,0.070139034,1,0
137,1,0,19.0,0,2,0.15728396600000003,0,1
331,3,0,28.0,2,0,0.070139034,1,0
223,3,1,51.0,0,0,0.015477399000000001,0,1
29,3,0,28.0,0,0,0.070139034,1,0
288,3,1,22.0,0,0,0.015477399000000001,0,1
56,1,1,28.0,0,0,0.040062897,0,1
870,3,1,4.0,1,1,0.015477399000000001,0,1
786,3,1,25.0,0,0,0.015477399000000001,0,1
805,3,1,27.0,0,0,0.015477399000000001,0,1
49,3,1,28.0,2,0,0.025397631000000004,0,0
808,3,0,18.0,0,0,0.060763122,0,1
873,1,1,33.0,0,0,0.040062897,0,1
643,3,0,2.0,3,2,0.060763122,0,1
546,1,1,64.0,0,0,0.040062897,0,1
478,3,1,29.0,1,0,0.015477399000000001,0,1
548,2,1,28.0,0,0,0.049436541,0,0
64,3,1,4.0,3,2,0.015477399000000001,0,1
414,2,1,28.0,0,0,0.030126788999999998,0,1
385,3,1,28.0,0,0,0.015477399000000001,0,1
837,3,1,21.0,0,0,0.015477399000000001,0,1
323,2,0,30.0,0,0,0.13652577400000002,1,0
452,3,1,28.0,1,0,0.015477399000000001,0,1
692,3,0,4.0,0,1,0.099709218,0,0
235,2,1,24.0,0,0,0.030126788999999998,0,1
657,3,1,28.0,0,0,0.015477399000000001,0,1
558,1,1,28.0,0,0,0.065741193,0,0
463,1,1,47.0,0,0,0.040062897,0,1
425,3,1,18.0,1,1,0.015477399000000001,0,1
785,3,1,25.0,0,0,0.015477399000000001,0,1
304,2,0,28.0,0,0,0.13652577400000002,1,0
788,3,1,8.0,4,1,0.017865603,1,0
690,1,0,15.0,0,1,0.15728396600000003,0,1
220,2,1,30.0,0,0,0.030126788999999998,0,1
784,3,1,28.0,1,2,0.015477399000000001,0,1
297,3,1,23.5,0,0,0.025397631000000004,0,0
22,2,1,34.0,0,0,0.030126788999999998,0,1
421,3,1,28.0,0,0,0.025397631000000004,0,0
326,1,0,36.0,0,0,0.25809505400000005,0,0
200,2,0,24.0,0,0,0.11827554200000001,0,1
451,2,1,36.0,1,2,0.030126788999999998,0,1
138,1,1,37.0,1,0,0.040062897,0,1
537,1,1,45.0,0,0,0.040062897,0,1
697,3,1,44.0,0,0,0.015477399000000001,0,1
647,3,1,19.0,0,0,0.015477399000000001,0,1
629,3,1,26.0,0,0,0.015477399000000001,0,1
213,3,1,22.0,0,0,0.015477399000000001,0,1
861,3,1,41.0,2,0,0.015477399000000001,0,1
836,1,0,39.0,1,1,0.25809505400000005,0,0
824,3,0,27.0,0,1,0.060763122,0,1
